User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Exercise_Type,Calories
12355386,male,33,162,67,13,94,40.3,Machine,53
11805582,male,56,204,107,13,91,40,Cardio,72
12360682,female,54,175,71,11,88,39.7,Machine,50
11814565,male,28,176,77,25,96,40.9,Cardio,108
12369382,female,36,159,60,10,90,39.7,Machine,46
11816339,male,79,185,91,12,94,40,Cardio,81
12370784,male,36,171,75,13,90,40.3,Machine,49
11819561,female,43,172,67,21,99,40.6,Cardio,116
12372384,female,32,156,59,12,93,40.1,Machine,58
11829660,male,21,172,70,20,99,40.4,Cardio,86
12377264,female,72,160,62,11,94,39.8,Machine,62
11830053,male,60,193,90,15,95,40,Cardio,90
12378529,female,48,175,75,11,92,40,Machine,53
11832495,male,63,203,111,16,92,40.1,Cardio,98
12379399,female,67,161,60,12,86,40.4,Machine,56
11834679,female,64,169,65,17,94,40.3,Cardio,92
12381473,male,30,186,83,13,96,40,Machine,59
11835406,female,32,164,62,25,100,40.3,Cardio,138
12383667,female,29,165,58,12,90,39.8,Machine,54
11844039,female,50,164,62,17,107,40.4,Cardio,112
12389811,female,27,172,66,12,94,39.7,Machine,57
11846177,female,54,169,71,29,107,40.5,Cardio,190
12390325,female,29,169,63,13,91,40,Machine,58
11847392,female,30,167,67,18,94,40.5,Cardio,86
12393209,male,43,179,84,11,97,39.7,Machine,59
11849201,female,32,174,70,28,96,40.6,Cardio,140
12399826,male,38,190,94,13,90,40,Machine,55
11852308,female,69,154,59,18,86,40.6,Cardio,85
12401292,male,73,184,90,10,90,39.6,Machine,59
11854776,female,41,155,62,28,113,41.1,Cardio,198
12402338,male,28,176,78,12,84,39.8,Machine,30
11859173,female,24,177,76,19,96,40.5,Cardio,91
12424830,male,52,167,74,11,98,39.7,Machine,63
11859799,male,48,194,96,26,100,40.4,Cardio,164
12434436,male,32,175,75,15,93,40.3,Machine,60
11860761,male,40,192,98,24,99,40.4,Cardio,139
12438971,male,49,180,82,13,88,39.6,Machine,55
11863051,male,72,192,102,12,98,40,Cardio,87
12463073,male,38,174,74,15,92,40.1,Machine,62
11873500,male,54,202,108,18,97,40.2,Cardio,115
12464192,male,45,188,97,13,92,39.5,Machine,65
11874273,male,24,167,66,27,100,40.5,Cardio,121
12464850,female,27,170,65,10,90,39.5,Machine,43
11876292,female,53,171,69,25,109,40.6,Cardio,169
12468896,female,32,165,63,10,95,40.3,Machine,50
11879643,female,60,175,78,19,91,40.3,Cardio,92
12476603,female,34,179,70,12,87,39.9,Machine,49
11882329,female,69,167,63,14,98,40.2,Cardio,83
12481603,male,27,172,77,13,101,39.9,Machine,65
11886308,male,65,170,75,28,99,40.6,Cardio,182
12493640,female,29,167,67,10,90,40.2,Machine,43
11889909,male,35,187,91,15,95,40.3,Cardio,72
12499028,female,22,165,64,15,93,40.3,Machine,69
11890833,male,43,205,113,28,119,41,Cardio,260
12503152,male,26,196,101,15,92,40.2,Machine,62
11891700,female,28,161,64,21,110,40.5,Cardio,136
12503391,male,25,200,95,12,93,40.1,Machine,49
11894971,male,44,188,88,24,106,40.7,Cardio,164
12503559,male,34,175,76,15,92,40.3,Machine,60
11898514,male,59,178,87,17,101,40.5,Cardio,115
12508804,male,28,202,97,11,91,39.7,Machine,44
11898845,female,69,162,63,23,104,40.8,Cardio,152
12514678,male,38,169,71,10,84,39.8,Machine,29
11903056,female,72,184,79,23,110,40.5,Cardio,163
12522552,male,39,180,79,14,96,40.1,Machine,69
11904408,male,47,186,92,14,102,40.3,Cardio,91
12527739,female,29,174,72,10,89,39.7,Machine,42
11933707,female,26,164,62,29,99,41.1,Cardio,154
12527999,male,56,187,85,10,81,39.8,Machine,36
11941400,female,62,161,68,13,95,40.2,Cardio,71
12529076,male,32,186,84,10,85,39.9,Machine,30
11948984,male,37,181,82,26,101,40.6,Cardio,146
12531065,male,21,186,80,13,97,40,Machine,55
11952276,male,22,191,88,21,103,40.4,Cardio,112
12534145,male,23,187,90,12,99,40.5,Machine,58
11953032,female,32,165,65,20,91,40.6,Cardio,90
12534780,male,62,183,81,10,88,39.7,Machine,48
11960332,male,53,176,81,22,103,40.6,Cardio,147
12538968,female,62,185,77,13,84,40.4,Machine,54
11962233,male,73,169,72,15,92,40.2,Cardio,87
12547353,male,39,194,94,11,91,39.7,Machine,49
11963924,female,70,179,80,22,105,40.5,Cardio,143
12547620,male,27,175,79,16,93,40.1,Machine,62
11968768,female,24,160,60,17,104,40.2,Cardio,99
12548539,female,26,166,65,12,92,40.2,Machine,54
11973957,male,41,182,83,16,94,40.2,Cardio,76
12549797,female,24,164,63,12,85,39.8,Machine,45
11974096,female,38,173,77,15,94,40.3,Cardio,72
12551643,male,32,180,87,11,90,39.9,Machine,42
11982586,female,24,164,65,14,98,40.4,Cardio,72
12552306,female,35,163,62,12,91,40.2,Machine,55
11984090,female,61,162,68,21,103,40.4,Cardio,132
12552364,male,28,189,87,10,85,39.9,Machine,29
11986136,male,76,187,96,12,96,40.1,Cardio,85
12555186,male,33,172,75,13,95,39.7,Machine,57
11988403,female,66,166,65,23,104,40.9,Cardio,150
12563759,male,52,183,83,10,91,40.1,Machine,49
11988867,male,62,196,94,14,89,40.1,Cardio,74
12564106,male,24,207,104,12,103,40.4,Machine,69
11994271,male,21,180,78,14,105,40.2,Cardio,75
12564633,male,25,187,91,13,89,40,Machine,44
12006675,male,35,186,83,19,100,40.6,Cardio,102
12569213,male,29,193,93,15,92,40.1,Machine,62
12015336,male,25,193,86,23,101,40.5,Cardio,118
12573938,male,31,186,91,14,96,40.1,Machine,67
12020646,female,64,157,63,17,105,40.1,Cardio,112
12574867,female,38,178,70,13,89,40.2,Machine,57
12020677,male,43,192,100,16,100,40.5,Cardio,98
12576336,male,65,185,87,10,99,39.7,Machine,68
12027550,female,35,169,69,22,107,40.8,Cardio,137
12584584,male,38,169,74,12,91,40.3,Machine,48
12027990,female,45,174,70,26,107,40.9,Cardio,166
12587772,female,73,157,62,11,98,40.2,Machine,66
12030953,male,29,194,95,16,99,40.1,Cardio,83
12589803,male,21,193,86,12,102,40.4,Machine,61
12037794,female,43,158,61,22,106,40.8,Cardio,140
12598568,female,44,169,68,10,83,39.8,Machine,38
12051724,female,24,182,71,30,106,41,Cardio,177
12613560,female,42,178,74,11,93,40,Machine,53
12052192,male,69,190,93,24,105,40.5,Cardio,192
12617185,male,27,187,88,10,90,40,Machine,36
12066235,female,71,174,74,29,105,41,Cardio,191
12617696,female,28,181,71,11,99,40.2,Machine,57
12076436,female,34,176,70,22,90,40.5,Cardio,96
12637642,male,25,177,75,15,93,40.5,Machine,55
12076838,female,65,156,63,21,102,40.4,Cardio,133
12651581,male,26,196,100,12,81,40.3,Machine,30
12088340,female,50,154,62,22,100,40.6,Cardio,129
12655008,male,21,182,85,15,93,40.6,Machine,56
12092379,male,48,195,95,15,93,40.2,Cardio,78
12659452,male,21,196,92,14,95,40,Machine,58
12097174,male,58,187,87,23,111,40.8,Cardio,190
12659593,female,32,164,65,14,85,40.2,Machine,54
12099947,female,67,175,72,13,95,40.3,Cardio,71
12663731,male,31,187,91,14,96,40.4,Machine,67
12102225,female,73,185,79,15,95,40.1,Cardio,82
12667831,female,66,174,69,13,87,39.8,Machine,60
12114449,male,44,196,102,30,101,41.1,Cardio,192
12687046,female,59,163,64,10,96,39.4,Machine,55
12121222,male,24,179,83,22,105,40.4,Cardio,124
12690065,male,26,187,91,15,95,40.1,Machine,66
12126250,male,55,199,105,15,87,39.8,Cardio,73
12694202,male,58,192,89,10,88,39.9,Machine,48
12129584,female,62,176,77,30,116,40.6,Cardio,227
12695262,female,21,163,58,10,88,39.9,Machine,41
12129622,male,32,185,84,17,98,40.3,Cardio,84
12713127,female,47,172,75,10,82,39.8,Machine,37
12129721,female,23,182,70,17,102,40.3,Cardio,93
12720868,male,31,193,97,15,92,40.5,Machine,64
12132339,male,60,186,94,21,97,40.4,Cardio,134
12725242,male,42,199,103,10,89,39.9,Machine,45
12132600,male,43,201,104,28,103,40.7,Cardio,187
12736185,male,60,192,98,10,91,39.8,Machine,56
12137980,male,23,170,70,29,110,40.7,Cardio,175
12736596,female,22,154,61,13,93,39.9,Machine,60
12143206,male,49,184,91,14,96,40.1,Cardio,79
12738257,male,26,185,82,16,85,40.1,Machine,43
12145768,female,53,167,67,28,112,40.7,Cardio,199
12747570,female,77,162,66,12,92,40.2,Machine,65
12150256,female,42,167,66,20,105,40.2,Cardio,124
12749952,male,30,189,89,15,91,40.3,Machine,59
12150397,female,29,169,69,15,97,40.4,Cardio,76
12757736,male,28,163,66,17,91,40.2,Machine,57
12151296,male,37,168,68,25,97,41.1,Cardio,118
12765990,male,51,183,81,10,86,39.9,Machine,40
12155209,female,26,156,56,20,98,40.1,Cardio,106
12768149,male,36,208,109,13,91,40.3,Machine,60
12158911,female,38,155,59,28,115,40.4,Cardio,204
12776633,male,53,188,91,12,90,40.1,Machine,59
12159858,female,36,180,80,22,109,40.9,Cardio,139
12777318,male,26,185,87,12,90,40,Machine,42
12161877,male,56,182,86,20,105,40.7,Cardio,144
12782916,male,21,181,79,18,91,40.3,Machine,59
12162148,male,55,171,70,17,93,40.3,Cardio,85
12788249,male,39,176,83,11,91,40.1,Machine,46
12163888,male,33,196,92,15,98,40,Cardio,78
12790929,female,23,160,59,11,88,40.2,Machine,45
12164109,male,22,178,80,28,113,40.7,Cardio,186
12792706,male,47,187,95,12,90,40.4,Machine,57
12169308,male,38,180,80,24,98,40.8,Cardio,124
12797152,male,27,172,71,13,96,40.2,Machine,54
12176085,male,41,183,85,28,106,40.9,Cardio,186
12797540,male,26,174,80,11,83,39.7,Machine,26
12180222,male,67,183,89,24,107,40.7,Cardio,195
12806255,female,23,160,56,11,90,39.8,Machine,48
12184877,male,66,193,97,20,95,40.6,Cardio,129
12809258,male,72,188,91,12,83,40.2,Machine,57
12190043,male,26,181,78,16,98,40.2,Cardio,73
12810704,male,21,206,105,15,96,40.1,Machine,69
12190406,female,74,162,67,23,100,40.8,Cardio,143
12817309,female,47,172,67,13,91,40.6,Machine,62
12197927,male,53,165,71,20,96,40.9,Cardio,108
12819469,male,50,177,83,11,96,39.8,Machine,61
12201902,female,69,172,67,13,94,40,Cardio,71
12832993,female,45,168,60,12,83,40,Machine,48
12205400,female,61,162,61,16,99,40.4,Cardio,95
12840383,female,33,154,57,10,92,39.9,Machine,48
12214546,female,37,158,57,27,106,40.8,Cardio,171
12845459,female,38,178,73,11,95,39.7,Machine,54
12215329,female,75,161,63,25,105,40.5,Cardio,170
12845996,male,35,163,69,16,86,40.2,Machine,48
12223324,female,69,175,68,15,98,40,Cardio,88
12847753,male,24,189,85,12,92,40.1,Machine,44
12226404,female,26,170,63,22,106,40.4,Cardio,133
12860475,male,26,184,90,14,95,40,Machine,61
12227213,female,49,178,77,23,109,40.4,Cardio,151
12864673,male,51,182,85,12,90,39.8,Machine,56
12229778,female,41,184,83,28,102,40.9,Cardio,157
12865640,male,28,171,76,15,94,40.5,Machine,60
12235821,male,59,190,99,25,107,40.7,Cardio,199
12868310,female,26,167,65,16,89,40.4,Machine,67
12239606,female,64,159,59,29,112,41.3,Cardio,215
12872686,female,38,164,61,14,89,39.9,Machine,63
12242593,male,23,173,73,23,100,40.7,Cardio,106
12876082,male,22,185,88,12,94,40.2,Machine,48
12245709,female,41,169,64,18,101,40.6,Cardio,104
12876970,male,64,190,91,11,89,39.9,Machine,58
12253064,male,77,207,105,13,101,39.9,Cardio,105
12878524,male,22,194,96,14,92,40.2,Machine,54
12255729,female,41,182,77,23,115,40.6,Cardio,163
12884709,female,30,164,64,11,92,39.6,Machine,51
12256111,male,26,171,77,28,105,40.7,Cardio,156
12888250,female,58,170,68,12,95,39.7,Machine,64
12259016,female,25,163,63,20,102,40.3,Cardio,112
12888552,male,22,186,86,12,97,40.2,Machine,53
12263999,male,73,200,106,12,89,40,Cardio,73
12892291,male,37,177,84,11,96,40,Machine,54
12277432,female,26,170,67,19,97,40.6,Cardio,96
12893407,male,25,182,84,17,93,40.4,Machine,66
12281127,male,47,182,87,23,103,40.4,Cardio,150
12901576,male,39,182,79,10,93,40.1,Machine,44
12281792,male,53,181,79,15,98,40.2,Cardio,88
12912544,male,34,190,88,12,97,40.2,Machine,60
12289910,female,58,161,62,19,104,40.5,Cardio,122
12917144,male,35,198,99,10,101,40.1,Machine,59
12291793,female,30,161,61,30,106,40.8,Cardio,184
12918539,female,59,160,63,13,91,39.8,Machine,65
12293039,male,49,165,70,26,99,40.7,Cardio,146
12919994,female,25,162,57,14,93,40.1,Machine,66
12295344,female,60,162,63,12,100,39.9,Cardio,72
12927376,male,42,191,87,15,86,40.2,Machine,56
12296171,male,42,192,87,23,106,41,Cardio,155
12936975,female,37,167,61,10,89,39.9,Machine,45
12300466,female,41,159,57,17,93,40.1,Cardio,85
12969510,male,26,180,76,11,90,40.1,Machine,36
12301038,male,41,178,76,28,104,40.8,Cardio,172
12972707,female,73,160,63,10,80,40.1,Machine,41
12302799,female,73,184,83,15,98,40.6,Cardio,86
12974511,male,35,191,92,15,90,40,Machine,61
12305352,male,39,165,69,30,108,41,Cardio,195
12986948,female,26,156,58,10,91,39.6,Machine,45
12312127,female,77,171,68,21,101,40.6,Cardio,133
12988610,female,28,165,58,17,86,40.2,Machine,68
12317336,female,70,166,65,27,109,40.4,Cardio,192
13000045,male,56,181,84,15,86,39.9,Machine,65
12319687,male,62,180,83,27,99,40.8,Cardio,177
13002310,male,62,173,79,12,90,40.2,Machine,61
12327773,male,68,191,98,22,99,41,Cardio,157
13004533,female,62,162,60,10,95,39.7,Machine,56
12328096,female,26,163,57,20,92,40.8,Cardio,93
13004804,male,69,171,74,13,90,39.6,Machine,69
12329594,male,24,190,89,27,103,40.9,Cardio,147
13007046,male,46,178,77,13,90,40.1,Machine,56
12329819,female,41,154,56,21,105,40.5,Cardio,132
13026279,female,27,161,63,10,97,39.9,Machine,51
12332044,male,79,190,92,22,99,40.6,Cardio,166
13032329,female,23,179,80,15,95,39.9,Machine,69
12339352,male,75,213,119,13,95,39.8,Cardio,95
13034064,male,66,185,90,13,82,40.1,Machine,56
12341136,female,53,164,65,13,98,40.3,Cardio,73
13034851,male,25,204,103,10,93,40,Machine,43
12356798,male,77,186,93,29,102,40.8,Cardio,230
13041261,female,57,152,57,11,85,40,Machine,49
12359722,female,45,156,60,19,104,40.5,Cardio,118
13044500,female,26,173,71,14,93,40,Machine,64
12363678,male,48,175,75,19,110,40.7,Cardio,140
13044803,male,32,200,104,10,78,39.8,Machine,24
12364237,male,21,178,81,27,116,40.9,Cardio,191
13049157,female,24,175,72,15,90,40.3,Machine,63
12365290,female,71,165,60,28,115,40.7,Cardio,220
13052161,female,55,161,61,10,89,39.8,Machine,48
12367125,male,67,192,92,24,108,40.7,Cardio,200
13054716,male,59,193,97,12,92,39.7,Machine,68
12374371,male,55,194,99,20,100,40.6,Cardio,134
13058031,male,63,177,82,11,90,40.1,Machine,57
12382002,male,65,187,98,29,108,41.3,Cardio,243
13059472,male,26,185,84,12,90,40.1,Machine,42
12383913,female,24,157,56,15,98,39.7,Cardio,79
13061946,male,23,196,90,14,93,40.3,Machine,55
12384672,male,69,200,98,17,96,39.9,Cardio,115
13063321,male,21,185,83,10,98,39.7,Machine,44
12386095,male,55,164,69,21,106,40.6,Cardio,146
13064999,female,54,168,63,10,92,39.9,Machine,50
12386338,male,54,187,85,26,96,40.7,Cardio,149
13067988,female,27,172,71,10,88,39.6,Machine,40
12388580,female,27,175,69,25,105,40.8,Cardio,147
13073286,male,30,196,92,14,95,40.4,Machine,64
12395025,female,25,163,63,15,96,39.7,Cardio,74
13074169,male,33,189,88,10,90,39.7,Machine,39
12398043,male,53,199,98,14,92,40.4,Cardio,75
13074999,female,79,160,57,14,85,40,Machine,68
12404748,male,68,195,98,21,105,40.4,Cardio,169
13076091,male,34,188,83,14,93,40.2,Machine,60
12411828,female,66,174,74,23,99,40.8,Cardio,135
13077162,male,24,180,80,13,100,39.8,Machine,62
12412298,female,50,159,59,30,106,41.1,Cardio,196
13091187,male,23,181,81,10,89,39.6,Machine,31
12413894,male,37,192,91,24,117,40.9,Cardio,197
13091299,male,35,173,78,12,85,40,Machine,36
12421249,male,60,199,107,26,112,40.6,Cardio,232
13091351,male,27,174,73,15,98,40.2,Machine,67
12429563,female,38,174,73,17,100,40.3,Cardio,93
13092026,male,29,170,69,10,88,39.7,Machine,30
12429676,male,55,192,91,16,98,40.3,Cardio,100
13104052,female,53,170,71,10,101,39.5,Machine,59
12432246,male,31,184,89,15,105,39.9,Cardio,91
13111271,male,40,178,88,10,91,39.9,Machine,44
12437385,male,55,198,104,18,103,40,Cardio,131
13111428,female,39,158,63,11,87,39.6,Machine,47
12442756,male,22,185,88,22,113,40.6,Cardio,150
13114604,female,49,161,57,10,89,40.2,Machine,47
12450071,female,34,169,67,18,102,40.5,Cardio,103
13117579,male,30,165,69,13,92,39.9,Machine,47
12450308,female,35,159,63,19,92,40.4,Cardio,90
13122222,male,24,166,63,13,99,39.9,Machine,56
12451639,female,47,174,71,16,100,40.5,Cardio,91
13124043,male,35,186,86,10,93,39.8,Machine,44
12451657,male,27,178,75,16,100,40.5,Cardio,77
13128454,male,31,185,80,11,92,40.2,Machine,43
12471502,female,40,179,75,26,101,41.2,Cardio,146
13136328,male,21,177,75,16,86,40.1,Machine,39
12473536,male,61,184,80,25,104,40.5,Cardio,180
13137424,female,32,172,63,14,91,40.3,Machine,64
12475200,male,23,185,84,21,101,40.6,Cardio,105
13137627,male,37,193,96,11,93,40.2,Machine,52
12486029,female,23,169,60,21,99,40.5,Cardio,111
13143604,male,58,180,86,12,92,40.3,Machine,64
12488225,female,64,166,68,25,109,40.8,Cardio,174
13144367,female,36,188,84,13,96,39.8,Machine,63
12489554,male,21,197,99,15,99,40.1,Cardio,74
13147627,male,31,200,99,17,89,40.6,Machine,66
12491906,female,59,160,59,20,94,40.2,Cardio,108
13165829,male,70,172,75,10,90,39.9,Machine,54
12492743,male,43,187,94,25,102,40.7,Cardio,158
13173824,male,63,178,85,10,90,40,Machine,53
12503613,male,70,192,93,14,104,39.7,Cardio,111
13190373,male,26,191,87,15,96,40.2,Machine,67
12524166,male,39,168,70,22,100,40.7,Cardio,117
13200777,male,24,179,82,10,90,39.2,Machine,33
12525887,male,78,184,92,24,97,40.8,Cardio,173
13210322,male,62,183,87,11,93,40.1,Machine,63
12539849,female,59,169,64,29,114,41.1,Cardio,217
13225521,male,48,178,85,16,88,40.5,Machine,68
12540483,male,25,179,76,30,105,40.8,Cardio,165
13226331,male,28,186,82,12,94,39.6,Machine,50
12546389,female,27,160,61,16,99,40.3,Cardio,86
13226857,female,40,164,66,10,91,39.6,Machine,47
12548618,female,32,176,70,24,101,40.6,Cardio,133
13227061,male,55,194,102,10,88,40,Machine,50
12553644,male,49,181,81,16,97,40.2,Cardio,89
13233305,female,31,170,64,10,99,39.8,Machine,54
12555008,male,23,195,89,27,104,41,Cardio,150
13244732,male,45,198,102,10,86,39.3,Machine,42
12556007,female,44,183,82,20,103,40.4,Cardio,116
13246062,male,29,187,82,15,97,40.1,Machine,69
12556026,female,46,173,68,14,104,40.2,Cardio,86
13246319,female,48,162,65,10,92,40.1,Machine,49
12556165,male,50,179,79,12,99,39.8,Cardio,71
13249759,male,46,176,76,10,83,39.9,Machine,32
12561687,male,46,180,78,25,99,40.7,Cardio,142
13250047,male,22,202,96,13,89,40.3,Machine,44
12562714,female,65,165,61,12,98,40,Cardio,71
13256569,male,35,184,85,15,93,40,Machine,66
12571478,male,45,190,87,14,98,40,Cardio,79
13256736,male,50,180,78,10,92,39.8,Machine,48
12573396,female,32,159,60,25,107,40.9,Cardio,158
13264704,female,41,177,76,10,83,39.8,Machine,37
12576904,female,44,157,64,25,99,40.8,Cardio,140
13265721,male,23,192,84,10,85,39.8,Machine,26
12578105,female,52,169,71,19,100,40.5,Cardio,109
13275235,male,38,185,86,13,91,40.3,Machine,55
12581930,female,72,161,62,17,102,40.5,Cardio,110
13276331,male,45,190,94,10,84,39.7,Machine,37
12586756,female,56,165,67,21,96,40.8,Cardio,115
13278106,female,41,164,61,10,85,39.6,Machine,41
12589622,male,36,201,106,29,115,41.2,Cardio,238
13281279,male,25,180,81,15,91,40.2,Machine,53
12593175,female,64,163,65,25,99,40.9,Cardio,149
13282062,female,51,162,59,11,89,40,Machine,52
12598637,male,40,201,98,24,110,40.7,Cardio,179
13291381,female,21,175,69,10,98,39.7,Machine,50
12609769,male,25,205,110,22,96,40.8,Cardio,108
13302219,male,25,196,88,13,94,39.9,Machine,53
12611592,male,74,191,99,14,89,40.2,Cardio,83
13304804,female,69,162,59,11,95,39.6,Machine,63
12613423,female,26,167,59,28,106,40.6,Cardio,171
13308805,male,66,190,89,10,94,39.8,Machine,61
12614956,male,33,189,93,15,95,40.5,Cardio,71
13316334,female,41,173,69,10,91,39.7,Machine,46
12615722,female,21,160,62,25,105,40.2,Cardio,147
13327512,male,36,196,103,10,99,39.7,Machine,57
12617765,male,24,179,79,28,107,40.6,Cardio,163
13331725,female,30,153,56,14,93,40,Machine,68
12619351,male,64,183,89,26,107,40.9,Cardio,207
13333307,female,77,175,75,11,95,39.9,Machine,62
12620966,male,32,177,76,21,98,40.6,Cardio,101
13333615,male,31,178,80,11,95,39.6,Machine,48
12625905,female,63,167,66,25,101,40.8,Cardio,153
13337054,female,27,182,79,10,85,39.8,Machine,36
12626494,male,36,163,69,24,102,40.8,Cardio,131
13339779,female,29,178,75,14,94,39.9,Machine,65
12627486,male,23,190,95,27,104,40.5,Cardio,153
13340961,male,24,188,93,10,94,39.6,Machine,42
12628830,male,74,200,109,17,99,40.1,Cardio,131
13344902,female,60,163,60,11,91,39.7,Machine,56
12628985,male,45,175,79,27,104,40.6,Cardio,173
13345114,male,24,198,100,15,88,39.8,Machine,51
12631109,male,77,203,102,15,94,40.1,Cardio,104
13355915,female,23,162,61,15,90,40.1,Machine,65
12642027,male,34,206,114,22,95,40.6,Cardio,116
13358020,male,32,186,88,10,92,39.9,Machine,41
12642495,male,59,199,96,14,89,40.5,Cardio,72
13362434,female,44,173,66,16,86,40.3,Machine,67
12644749,male,35,176,81,21,107,40.3,Cardio,134
13367422,male,63,185,87,12,93,39.8,Machine,69
12651390,female,21,167,67,20,105,40.7,Cardio,116
13370901,male,38,176,77,10,91,39.9,Machine,40
12652678,female,64,158,59,22,92,40.6,Cardio,116
13371938,male,31,198,106,11,88,40.1,Machine,43
12653804,female,39,152,57,22,102,40.5,Cardio,131
13379618,male,31,180,76,11,92,40.2,Machine,42
12658315,male,51,194,96,12,99,39.9,Cardio,75
13383624,female,54,165,67,13,89,40.4,Machine,61
12658380,female,72,169,71,29,105,41,Cardio,193
13392400,male,52,178,85,10,99,39.9,Machine,61
12660464,female,27,160,56,18,111,40.4,Cardio,121
13395260,male,23,198,96,13,90,40.1,Machine,47
12660693,female,35,161,62,15,102,40.3,Cardio,87
13396008,male,43,174,78,11,94,39.8,Machine,52
12661595,male,56,195,94,21,107,40.7,Cardio,162
13405696,male,41,188,93,13,91,40.2,Machine,59
12663057,female,23,161,60,26,112,40.5,Cardio,174
13407400,male,61,189,91,13,86,40.3,Machine,61
12663144,male,78,201,112,17,104,40.3,Cardio,148
13409923,male,24,161,62,11,90,39.9,Machine,32
12668017,male,58,175,80,14,93,40.1,Cardio,75
13415763,male,44,174,71,11,80,39.9,Machine,28
12671365,female,22,169,62,28,107,40.5,Cardio,171
13417929,female,26,160,62,10,86,40,Machine,39
12676049,female,29,178,77,15,95,40.4,Cardio,71
13418169,male,27,170,66,11,80,39.8,Machine,18
12680425,female,57,174,72,24,107,40.6,Cardio,158
13420464,male,38,192,86,14,95,40.4,Machine,68
12685054,male,72,194,97,27,107,40.9,Cardio,230
13421333,male,70,189,87,12,88,40.3,Machine,64
12686066,female,77,174,73,18,98,40.3,Cardio,107
13422365,male,44,180,84,11,91,39.5,Machine,49
12694662,male,24,188,90,19,103,40.3,Cardio,104
13430155,male,35,187,85,16,91,40.2,Machine,65
12695869,female,54,169,68,14,94,40,Cardio,73
13433462,female,29,165,62,13,87,40.2,Machine,53
12698942,female,60,151,58,27,105,40.9,Cardio,179
13435310,female,32,163,64,11,94,39.6,Machine,53
12702791,female,57,167,63,21,100,40.5,Cardio,125
13439821,female,64,169,64,11,94,39.9,Machine,60
12706483,female,63,162,64,20,105,40.5,Cardio,132
13439846,female,67,161,63,13,82,39.9,Machine,55
12723428,female,31,176,68,15,96,40.3,Cardio,75
13439969,male,25,172,79,15,93,40.1,Machine,56
12725017,female,39,168,73,16,102,40.5,Cardio,91
13440939,male,27,192,90,16,88,39.8,Machine,54
12733731,male,37,183,90,16,96,40.2,Cardio,81
13447451,female,23,166,58,12,98,40.3,Machine,63
12734129,male,29,203,100,22,105,40.7,Cardio,137
13452052,female,74,173,68,10,91,39.9,Machine,52
12734223,male,55,193,98,24,112,40.8,Cardio,204
13460654,male,28,194,91,10,106,40.1,Machine,61
12734403,male,30,197,103,27,109,40.5,Cardio,187
13464108,female,22,169,64,11,85,40.1,Machine,41
12738058,female,77,172,72,14,96,40.2,Cardio,81
13492419,male,42,179,82,15,85,40.4,Machine,52
12739203,male,79,180,82,21,103,40.2,Cardio,167
13505452,female,25,161,62,14,95,40.5,Machine,68
12746655,female,71,159,58,24,109,40.7,Cardio,174
13506287,male,23,187,78,11,87,39.7,Machine,30
12748283,female,26,167,69,16,98,40.2,Cardio,82
13515925,male,71,185,94,10,92,39.6,Machine,62
12751836,female,42,158,59,27,103,40.9,Cardio,164
13518030,female,63,156,56,11,90,39.9,Machine,56
12751903,female,22,171,63,28,107,40.8,Cardio,170
13519763,male,25,190,90,15,87,40.2,Machine,46
12756695,male,21,181,83,21,102,40.3,Cardio,105
13523138,male,37,194,99,12,87,40,Machine,46
12764118,male,40,172,69,16,102,40.3,Cardio,90
13524214,female,24,171,64,12,91,40.1,Machine,53
12769000,male,38,177,77,26,113,41.1,Cardio,192
13526128,male,69,175,82,11,92,40.1,Machine,64
12770387,male,37,206,111,20,98,40.3,Cardio,116
13538652,female,56,177,76,11,86,39.6,Machine,47
12777154,female,23,168,62,25,105,40.5,Cardio,148
13541758,male,57,204,114,11,82,39.5,Machine,48
12777201,female,25,180,75,23,97,40.6,Cardio,113
13554094,female,29,155,56,16,87,40.3,Machine,67
12778129,female,38,156,56,20,94,40.8,Cardio,101
13567232,male,73,201,109,10,87,40,Machine,58
12781738,female,31,178,76,14,98,40.3,Cardio,71
13580820,female,40,166,63,10,86,39.7,Machine,42
12788358,male,22,183,91,29,114,41,Cardio,204
13582524,female,25,171,70,11,92,40,Machine,49
12788936,male,43,183,83,25,99,41.1,Cardio,141
13584585,male,45,179,78,11,98,39.9,Machine,60
12790385,male,62,178,85,16,99,40.6,Cardio,105
13592450,male,24,186,83,10,92,39.6,Machine,37
12793069,male,41,183,85,29,100,41,Cardio,166
13595470,male,49,184,88,14,85,40.2,Machine,55
12794499,male,31,196,95,23,100,40.9,Cardio,125
13599191,male,58,177,84,11,88,40,Machine,52
12797760,female,29,164,63,19,100,40.5,Cardio,104
13599753,female,43,174,71,12,91,40.1,Machine,56
12801794,female,41,173,69,28,108,41,Cardio,180
13602507,female,42,167,68,12,93,40,Machine,58
12804422,male,43,169,73,21,104,40.6,Cardio,129
13602648,female,51,168,62,13,95,40,Machine,69
12807623,female,54,175,74,14,96,39.6,Cardio,75
13602903,male,29,181,85,10,93,39.8,Machine,41
12808543,male,63,179,82,16,86,40.2,Cardio,74
13603420,male,40,180,84,11,90,40,Machine,46
12811109,female,37,178,74,24,104,40.8,Cardio,141
13612977,female,43,161,63,11,90,40,Machine,51
12811292,male,30,188,93,24,105,40.8,Cardio,147
